lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
1038031,BoatyMcBoatFace,267672,BTR,25,99,500998750,28015,1846646947,Wilderburg,72365819,590171770,438100906,31734406,18680998,12482440,16952903,1359478619,986,457539,344589,802,1074990993,1923516493,925395813,1301124380,448,11679333162,2357,97801,62776222457,64260628658,49290581369,43677014509,-,1141004911,536584321,28013795,11094680,128651207
1209648,BLIИK,311541,EXP~,25,99,473592995,28015,2528255458,Wilderburg,53083167,493228722,409407841,31734406,18680998,13769750,16420081,1710556491,5931,549091,466987,2682,2112707180,1809502892,900641083,2237772415,26,1915283670,395,109348,91534686266,88233888529,61515211564,63921792855,-,1388892222,909207310,67861305,42007681,109577415
4446697,Redarm  레드암 오빠,339930,wAo3,25,92,368465846,28015,3024083545,League of Order,60467239,448572186,305409232,31734406,18680998,12641210,33260898,1680096575,3623,711749,438793,2808,574605443,273841924,226079135,1102311392,2540,925338985,195,83961,92459246741,79154340673,48006421547,55576054432,-,1491158829,1288860948,81754696,35271955,124004110
2554608,Joker7even,267672,BTR,25,99,316531835,28015,2274735059,League of Order,73898929,474203345,253904681,31734406,18680998,12211750,16516258,1502198006,1428,577869,485750,1682,183165947,136672085,48357702,528174615,69,15728490925,3247,73704,46313028522,42193401945,25498786945,28104773854,-,1288274111,815579924,34862028,16019106,119347177
1521335,2K2Ę,267672,BTR,25,99,277469912,28015,667617414,Wilderburg,13395464,281125123,215262258,31734406,18680998,11792250,3976935,619216417,1028,117800,283186,954,2825012727,2159428946,1698698408,1484541052,15849,7083150367,1420,161784,27898178950,27354543679,21547754135,17863700131,-,384659996,225778380,13800375,7522355,33735900
6853139,XFTManiac,339030,wAo,25,92,271960963,28015,1342645482,League of Order,36376520,338247591,208958359,31734406,18680998,12587200,9007061,962356772,897,380045,274090,333,278759215,156082955,154816710,547329213,41,489430058,99,97872,41696477959,36527311542,20421680216,25027021751,-,759235771,479637558,27099630,10381812,62132972
5272529,SojuSipper,267672,BTR,25,99,271614666,28015,2231535029,League of Order,39435594,434489669,210251082,31734406,18680998,10948180,28143002,1375317580,2647,542927,351032,597,209722005,95247927,343889234,940077649,228,12027003291,2562,81071,50776931859,47172228769,23661928552,30290310175,-,1012797528,988759125,92627499,51290479,81141065
6384066,lIIIlIlllIlIllI,275330,BTX',25,99,268101225,28015,1785088714,Wilderburg,29981508,346640426,204824821,31734406,18680998,12826640,4486857,978931654,201,161476,361552,781,3775979607,3148920245,2048800793,5445599612,23301,3773922661,774,240910,24638038054,24620012802,15942168550,13667879292,-,562692736,1089368558,50010681,23682337,59107935
10674190,EZ ʷᴬᵒ,339030,wAo,25,92,254668208,28015,1721843607,Springwardens,24422576,269521918,191813734,31734406,18680998,12429430,16847710,1005061361,2432,220853,449490,2019,348776373,255501503,137913618,1138331960,954,18384692241,3704,131811,44909878327,45065826019,32236337095,25496854848,-,873400407,646048776,33740998,21640717,145431294
2122130,ShutDown,339930,wAo3,25,92,254039348,28015,2067299491,League of Order,38685207,268485428,191709404,31734406,18680998,11914540,9166905,860713472,1217,151149,536584,1841,2906852544,2648421585,1842241165,5769604705,117,4287823796,868,136971,23595911799,21553033447,17841714538,13804040114,-,1064911272,829011382,25631887,12000471,135084973
3238703,SugarWoogy,267672,BTR,25,99,250081165,28015,1212615444,League of Order,25222675,336132034,188645726,31732531,18680998,11021910,12689951,943438426,2365,404314,239174,1085,7478515,9605727,2470994,15494334,2,331415258,67,51529,46373792168,48418236338,39695657809,35842329966,-,699852402,396502628,27689640,13352943,72987334
4997858,神农ᶦᵒⁿᶻ,275330,BTX',25,99,234679417,28015,1871094071,League of Order,45156615,377999971,171982703,31734406,18680998,12281310,11865472,1314614564,1146,601552,439991,391,1270217831,1118809172,826122384,3760922760,314,4165683613,846,46554,35970716384,33834933082,19006137201,21575957184,-,964910280,769030799,21068385,13810796,101599955
3768114,ʜᴏʟʟᴏᴡᴋɴɪɢʜᴛ,339030,wAo,25,92,233926218,28015,1226657094,League of Order,1064417,233926218,173170779,31732531,18680998,10341910,2305327,569748325,534,125243,342485,816,170188698,149721546,108756090,1632922742,1197,2580574186,540,134238,7713362340,7128249130,5675117440,4556134823,-,475368813,551893411,66929616,26946925,104634459
5380991,Nörthwölfş,267672,BTR,25,99,226894481,28015,1189060445,League of Order,26070830,250525704,165108367,31734406,18680998,11370710,4510491,817447370,607,312301,267336,1046,1426704836,2141574937,567764289,6194849219,88,835294868,179,132027,23688404589,26560770809,15564939618,16984279685,-,543725679,561361801,20676485,8470921,53297719
5878380,Pingᴰᴱᴹᴼᴺァ,267672,BTR,25,99,222149539,28015,1149107300,League of Order,16939338,250307551,162235445,31734406,18680998,9498690,3606271,748028107,471,338874,247846,636,496356373,284994985,155252305,1273612507,236,10448598797,2290,138139,17790934633,16171631540,8627003326,9710925349,-,360879712,674774805,9071076,2581418,101599564
10164187,籵GENTLEMAN,339030,wAo,25,92,219205006,28015,1706039873,League of Order,41557234,280011918,156298502,31734406,18680998,12491100,12172606,1205355265,1072,614250,332298,759,406052501,209737444,360719383,6846332849,55,4827782996,971,132712,50753069158,55471268427,21520064066,29026384227,-,904511942,663583700,35755621,15551388,85584667
10794959,ᴛʜᴇ ᴄᴀᴘᴛᴀɪɴ ʷᴬᵒ,339030,wAo,25,92,217219256,28015,2899800384,Wilderburg,51867462,259348350,154444262,31734406,18680998,12359590,23295371,1717707667,4509,639085,584206,1378,613360274,402008777,487710692,2101743979,3160,3152360945,689,132095,96050687832,78022607022,67108581413,59162532367,-,1554300044,1107926799,56324133,30838016,148615513
5522675,ᴅᴀʀᴋメ,275330,BTX',25,99,216426032,28015,1155782082,League of Order,31355917,223644160,153852088,31734406,18680998,12158540,2899395,676527139,483,257547,364049,343,585911511,493162449,480063910,2070630847,116,908824969,188,167918,15329223907,14994601869,8754194398,8521142528,-,654086009,391690729,7746552,4631205,97469721
