lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
15139238,NANIKAᵗᵃʳⁱᵐᵉ,272443,GRZ,25,387,211067668,24045,890318638,Wilderburg,12981251,211110618,152151790,31732531,18820467,8362880,3509323,331813227,1684,101334,94616,456,261286173,283019424,269930272,1189966363,161,3654843513,751,49702,22127177700,21456575712,16176367186,13041893479,-,124924459,687364930,38086513,10355782,28356266
6723238,I AM TIM ᵀᴴ,198275,L-PG,25,170,183286620,24045,735106173,League of Order,20916994,189964210,124387367,31734406,18820467,8335260,1560040,484574022,503,198135,124008,955,619247606,453181574,314149819,1310486886,26,7930345018,1607,74278,20860217555,19996999809,8277744774,9881715458,-,242594820,440376436,13793979,6355212,31837095
12562065,Number 1 Toxic,321124,GD-W,25,161,162756035,24045,971995878,League of Order,22148232,185685945,102542867,31732531,18820467,9660170,2426120,397084522,448,84515,144114,766,1343597577,1226209741,821247102,1379640840,365,2073966438,462,160325,12978191595,10466437786,5296737803,6611741216,-,182304490,691142917,44316214,12477408,41173467
1181747,Blackhart147,307133,-I-,25,167,154786727,24045,228473518,League of Order,9493160,154944147,95547479,31732531,18820467,8686250,1049307,339594310,98,78449,85745,507,1808869483,1522043557,1400528105,1688168126,1231,78994464,32,126732,5189199018,4915652907,3059942333,3057856974,-,97096141,109269142,2266427,875393,18872330
4091199,Angel of D3ath,307133,-I-,25,167,151105177,24045,721173752,Wilderburg,28423520,173841207,90882194,31734406,18820467,9668110,2283389,443923074,684,103081,161740,922,1564678611,1480219874,1210535764,1526559755,80,230000483,53,108293,8248312465,7621589107,5867824178,5221872667,-,271863544,372445827,22164718,10837359,43369751
2956576,meXx,307133,-I-,25,167,143054270,24045,763544386,League of Order,10886731,143119600,83750252,31732531,18820467,8751020,1614451,383715136,233,71552,158581,535,1412047731,1274907776,1217697091,2229460972,245,817914586,215,202838,12818613779,12088539884,10632335073,9236387959,-,226697098,515935872,2812593,1394127,16341810
5338665,Badabooom,293621,-VKG,25,452,141404928,24045,517362385,League of Order,15514167,141404928,81551005,31734406,18820467,9299050,1567897,373452731,210,69570,123865,932,2282845769,2187402475,1512889441,2861991084,2545,1365342422,328,188516,11869527622,11131957152,7649771273,7614157553,-,143956116,321083134,6762299,3853185,41105154
397034,ᵖʰBʳᵃⁿTʰᵉBʳᵒᵏᵉⁿ,307133,-I-,25,167,134137234,24045,652029330,League of Order,12942075,134436774,75539441,31734406,18820467,8042920,1270848,411793826,88,81648,195785,913,1686948165,1729048605,1276728067,2606680948,1365,31742233,7,112612,6941027807,8331704441,4948043834,4934100334,-,193680440,420867265,5164971,978651,31158964
15330150,しげじゅうろう,272443,GRZ,25,387,134136799,24045,714134010,Wilderburg,18257156,134273889,74461201,31732531,18820467,9122600,673353,316367920,69,49126,113529,159,270195946,311732863,189454924,429786618,250,1294225622,276,103196,26276022358,26857528008,22263070225,17434257622,-,103742033,551951292,27723958,6837753,23769029
1323278,ᵀᴴᴱPapaBeaG,321124,GD-W,25,161,131218675,24045,833399105,League of Order,15987949,132149359,72476452,31734406,18820467,8123350,1605532,394322561,690,63336,172264,2321,479405066,257726625,415713124,1502276277,3952,2298234833,475,76749,4115606737,4770383032,2697771979,1990557367,-,263713530,507231737,22283170,5973090,33450032
