lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
2790251,ˣˡˡˡReGi,307133,-I-,25,167,256209094,26055,827800053,League of Order,45661969,256209094,196093200,31734406,18680998,9700490,1121685,671700323,144,309928,183191,753,2753615068,2521856417,1631469489,7859709013,465,742721035,184,109210,18505147479,18301236438,5885920270,10273724084,-,356810165,415858593,8279367,3547360,43173014
5468096,theredhunterr,293621,-VKG,25,452,190819593,26055,792520802,Springwardens,40272908,193183711,129785679,31734406,18680998,10618510,1919659,509657460,185,116364,171651,452,4382272989,4503139291,1260523942,2546655558,1021,466994000,94,152907,13423523031,14003962919,3726125547,6977885863,-,313652087,408406124,5849653,2903561,61530668
4208966,ᵛᶰシ T1 S2 AK,307729,S2AK,25,174,182773659,26055,630212754,League of Order,10867884,189952391,122391645,31734406,18680998,9966610,3138606,534047766,238,145625,234563,291,2073436711,1378988056,2148749522,4052877297,26,1376879368,279,133152,11338307689,10945734735,7522371372,6161439426,-,365287943,181584709,22647244,13875357,46472321
3569342,ᴰᴷTottelini,301946,#DK#,25,87,182666055,26055,781497083,Springwardens,14904315,189978455,120538421,31734406,18680998,11685400,1575351,511701953,38,103643,180308,365,2930545790,2486286974,2391818962,2732913405,40,612959331,154,229506,14069274973,16151475789,14778434017,11699131516,-,237753567,504315169,9643689,2209625,27524283
7762480,ᴍɪʀᴀᴄʟᴇᴍᴀᴋᴇʀs,195690,:F1:,25,255,176927854,255,796188408,Wilderburg,-,177085823,118602250,31734406,18680998,7910200,3776681,249254447,2336,50075,98368,-,400928870,254685986,331740559,717715714,10,748589483,154,112134,18043326481,10094275554,10594231694,9289147702,-,109036308,549248968,76296249,20946212,39519747
1181747,Blackhart147,307133,-I-,25,167,173776818,26055,345542015,League of Order,20446902,175134718,113578559,31732531,18680998,9784730,1540366,441491890,154,101087,116917,540,2140988976,1808511814,1662011413,2187644150,1261,88994464,34,140250,6750921345,6367291137,4215160027,4115830164,-,149405668,152194222,2990650,1033318,39815560
8040398,ᵛᶰ PANCAKE S2 AK,307729,S2AK,25,174,172627796,26055,539179260,League of Order,14192714,176702739,114272432,31734406,18680998,7939960,2125537,369555480,481,109446,143999,456,1016557604,588684834,980717021,2335748040,182,491922430,137,117225,7386023460,7472101530,5168734185,4952800055,-,195695937,293227466,23963812,9874453,16212553
4585351,Konan S2 Ak,307729,S2AK,25,174,171660866,26055,1170506996,League of Order,25345676,254433986,110034522,31734406,18680998,11210940,3280950,782647856,531,177582,247103,801,444348230,334717963,441208964,2608869287,33,3304012648,687,76058,24963640837,18582659664,15267925321,14449732298,-,447059638,650900762,15198688,7735745,49242092
1979122,TemiiTHLive,307729,S2AK,25,174,168979033,26055,480382423,League of Order,11953720,169172373,109428894,31732531,18680998,9136610,612625,419979995,35,90799,188833,392,989070589,1326766402,829594082,3765352251,1146,736622495,180,107146,9975327923,12265718635,7392025829,6845725282,-,255075415,135602692,7408661,8257636,74009340
3568375,Lady Veronica,301946,#DK#,25,87,167883735,26055,487709375,League of Order,10189605,179695890,107505506,31732531,18680998,9964700,2010381,434820398,20,127246,80408,312,1311255467,737362514,317478490,750439980,30,1535268005,356,74844,16676061183,14622116246,7384785429,9734502806,-,135561947,332321050,8302047,2131496,9346824
