lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
4446697,Redarm ʷᴬᵒ,339930,wAo3,25,92,431652255,25043,3437553520,League of Order,42178943,521742835,367724391,31734406,18680998,13512460,49549135,1996802587,4446,830543,502378,3018,592293852,279823280,254804241,1187612323,2550,1090338985,228,93712,-,-,-,-,-,0,0,0,0,0
10164187,籵GENTLEMAN,339930,wAo3,25,92,362070102,25043,2136720074,League of Order,37696462,372445472,298386058,31734406,18680998,13268640,19749269,1519325719,1297,709315,435606,979,406119255,211345123,361069869,8692353549,55,4827782996,971,146719,-,-,-,-,-,0,0,0,0,0
1185058,MɆL,339930,wAo3,25,92,354538873,25043,1899874908,Springwardens,24087570,503692725,291617654,31732531,18641248,12547440,5288531,1301169037,290,430213,311843,324,440193429,439071561,364236216,3153743672,53,4671487844,953,131077,-,-,-,-,-,0,0,0,0,0
6853139,XFTManiacʷᴬᵒ,339930,wAo3,25,92,324245926,25043,1697380772,League of Order,42097504,428749016,260126452,31734406,18680998,13704070,16601526,1251200762,1420,458611,342451,427,306480710,172917468,172113936,737596470,41,489430058,99,106866,-,-,-,-,-,0,0,0,0,0
2122130,ShutDown,339930,wAo3,25,92,315517037,25043,2348100226,League of Order,28044595,323513499,251638123,31734406,18680998,13463510,13503404,1067683221,1456,179640,645193,2154,2910723142,2655546661,1847386749,6703368654,117,4287823796,868,145867,-,-,-,-,-,0,0,0,0,0
10078833,카이레이ray,339930,wAo3,25,92,282808530,25043,1089826226,Springwardens,14724057,283151680,219269796,31734406,18680998,13123330,10371473,912151554,473,315338,359327,650,1525094307,1403257339,920790098,4533678795,3640,4422271959,898,146568,-,-,-,-,-,0,0,0,0,0
11288601,The Hippie72,339030,wAo,25,92,280940585,25043,874647404,Wilderburg,20888175,289336105,217561281,31734406,18680998,12963900,8011634,670064075,381,214907,141628,484,1284978597,1328796871,601361711,1969693540,242,2870780626,578,106186,-,-,-,-,-,0,0,0,0,0
10674190,EZ ʷᴬᵒ,339930,wAo3,25,92,273485397,25043,1905543501,Wilderburg,22728861,278053747,209241363,31734406,18680998,13828630,21312527,1169312300,2608,247546,509718,2112,363810224,268291895,155132517,1432785029,954,18384692241,3704,141839,-,-,-,-,-,0,0,0,0,0
11537218,大老BAO,339930,wAo3,25,92,266783849,25043,2312784727,League of Order,35769196,281660797,203999195,31734406,18680998,12369250,7261057,1187567795,1005,260445,401113,912,821423653,548848776,229186593,8135216266,209,23899958121,4828,112733,-,-,-,-,-,0,0,0,0,0
1257530,CUAlma,339930,wAo3,25,92,260711927,25043,1896927941,Springwardens,35552379,265148766,196769873,31734406,18680998,13526650,11389572,1048069332,1478,348481,256976,1316,403041416,258136359,416196722,3570121576,5891,1153070390,273,148022,-,-,-,-,-,0,0,0,0,0
11364835,Mad X,287580,NM!,25,428,259087675,25043,1241433264,League of Order,24802714,262903725,195584171,31734406,18680998,13088100,4165564,705119303,283,137122,266333,921,1308868090,1137887437,821824597,3334676136,487,997143466,229,91133,-,-,-,-,-,0,0,0,0,0
5653854,WarTurdtle,339930,wAo3,25,92,256975282,25043,1320962503,League of Order,16794958,260760352,195123028,31734406,18680998,11436850,6319463,738914405,971,244268,305088,974,337890959,333448452,323403304,2784871945,193,3510622451,762,169936,-,-,-,-,-,0,0,0,0,0
2790251,Regiᴹᶦᵃ,369276,-I-,25,509,247634184,25043,1091237606,League of Order,36438415,268500931,185942970,31734406,18680998,11275810,2867474,966567481,173,456303,239520,815,2756478049,2522279879,1631484253,10405022316,465,742721036,185,121227,-,-,-,-,-,0,0,0,0,0
3078500,Аnf,339930,wAo3,25,92,245017251,25043,2085678208,League of Order,25133314,266096855,181565332,31732531,18680998,13038390,18162288,1038257053,2079,268734,504981,2234,704308280,554222849,779229652,3868050880,526,948277385,225,195377,-,-,-,-,-,0,0,0,0,0
10221428,시온,287580,NM!,25,428,238478671,25043,3463988128,League of Order,70831978,266885453,175115267,31734406,18680998,12948000,11888630,1274566272,2282,247360,511894,1328,1275111726,807152602,603386245,4877497158,664,1665800004,340,171882,-,-,-,-,-,0,0,0,0,0
3514310,ムᴮˡᵒˢˢᵒᵐHAM411,339930,wAo3,25,92,232623773,25043,2243109054,League of Order,26962502,296113123,168849644,31732531,18680998,13360600,10510046,1691596272,1387,652924,507289,1286,2904301710,3184975800,1970111041,7300833727,263,3338717244,678,187755,-,-,-,-,-,0,0,0,0,0
